Name,Metaphors,Emoji
Weather Rain,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌧️
Weather Rain Showers Day,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌦️
Weather Rain Showers Night,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌧️
Weather Rain Snow,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌨️
Weather Snow,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",❄️
Weather Snow Shower Day,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌨️
Weather Snow Shower Night,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌨️
Weather Snowflake,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",❄️
Weather Squalls,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌬️
Weather Sunny,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",☀️
Weather Sunny High,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",☀️
Weather Sunny Low,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",☀️
Weather Thunderstorm,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",⛈️
Web Asset,"rectangle,shape,header,bar,window",🖥️
Whiteboard,"draw,pencil,sketch,create,brainstorm,curve",📝
Whiteboard Off,"draw,pencil,sketch,create,brainstorm,curve,slash,off,disabled",🚫
WiFi 1,"wireless fidelity,connect,internet,web,connection",📶
WiFi 2,"wireless fidelity,connect,internet,web,connection",📶
WiFi 3,"wireless fidelity,connect,internet,web,connection",📶
WiFi 4,"wireless fidelity,connect,internet,web,connection",📶
WiFi Lock,"wireless fidelity,connect,internet,web,connection",🔒
WiFi Off,"wireless fidelity,connect,internet,web,connection",🚫
WiFi Settings,"wireless fidelity,connect,internet,web,connection",⚙️
WiFi Warning,"wireless fidelity,connect,internet,web,connection",⚠️
Window,"rectangle,shape,web,app,window,UI",🪟
Window Ad,"rectangle,shape,web,app,window,UI",🪟
Window Ad Off,"rectangle,shape,web,app,window,UI",🚫
Window Ad Person,"rectangle,shape,web,app,window,UI",👤
Window Apps,"rectangle,shape,web,app,window,UI",🪟
Window Arrow Up,"rectangle,shape,web,app,window,UI",⬆️
Window Brush,,🖌️
Window Bullet List,"rectangle,shape,web,app,window,UI",📋
Window Bullet List Add,"rectangle,shape,web,app,window,UI",➕
Window Column One Fourth Left,,🪟
Window Column One Fourth Left Focus Left,,🪟
Window Column One Fourth Left Focus Top,,🪟
Window Console,"rectangle,shape,web,app,window,UI",🪟
Window Database,"rectangle,shape,web,app,window,UI",🗄️
Window Dev Edit,"rectangle,shape,web,app,window,UI",✏️
Window Edit,"rectangle,shape,web,app,window,UI",✏️
Window Fingerprint,"rectangle,shape,web,app,window,UI,fingerprint,unique",🆔
Window Dev Tools,"rectangle,shape,web,app,window,UI",🛠️
Window Header Horizontal,"rectangle,shape,web,app,window,UI",🪟
Window Header Horizontal Off,"rectangle,shape,web,app,window,UI",🚫
Window Header Vertical,"rectangle,shape,web,app,window,UI",🪟
Window InPrivate,"rectangle,shape,web,app,window,UI",🕵️
Window InPrivate Account,"rectangle,shape,web,app,window,UI",🕵️
Window Location Target,"rectangle,shape,web,app,window,UI",🎯
Window Multiple,"rectangle,shape,web,app,window,UI",🪟
Window Multiple Swap,"rectangle,shape,web,app,window,UI",🔄
Window New,"rectangle,shape,web,app,window,UI",🆕
Window Play,"rectangle,shape,web,app,window,UI",▶️
Window Settings,"rectangle,shape,web,app,window,UI",⚙️
Window Shield,"rectangle,shape,web,app,window,UI",🛡️
Window Text,"rectangle,shape,web,app,window,UI",📝
Window Wrench,"rectangle,shape,web,app,window,UI",🔧
Wrench,"tool,maintenance,update",🔧
Wrench Screwdriver,"tool,maintenance,update",🛠️
Wrench Settings,"tool,maintenance,update",⚙️
Xbox Console,"console,device,videogame,game",🎮
Xbox Controller,"videogame,game,play,fun,controller,console",🎮
Xbox Controller Error,"gaming,xbox,controller,device,error,warning,exclamation mark",⚠️
Xray,"doctor,hospital,medical,medicine,x-radiation,scan,chart",🩻
Zoom Fit,"point,direction,horizontal,scale,fit",🔍
Zoom In,"zoom in,zoom out,magnifying glass,search",🔍
Zoom Out,"zoom in,zoom out,magnifying glass,search",🔍
iOS Arrow,"back,chevron,iOS",⬅️
iOS Chevron Right,"back,chevron,iOS",➡️
